Genre,Actor,Director,Country,Budget_MUSD,Screens,Weeks,Screen_Stability,Ticket_Price,Shows_per_Day,Revenue_MUSD,Profit_MUSD,Target,Rating
Horror,Deepika Padukone,Werner Herzog,France,443,8811,10,Drop Fast,23,18,750.09,307.09,1,8.4
Action,Tina Fey,Dean DeBlois,United Kingdom,296,7129,11,Drop Fast,55,13,839.59,543.59,1,8.8
Mystery,Samuel L. Jackson,Pa. Ranjith,Australia,342,6357,6,Slow Drop,68,5,374.95,32.95,1,6.9
Romance,Paul Rudd,Sam Raimi,India,402,4064,10,Stable,45,2,170.94,-231.06,0,6.3
Sci-Fi,Kevin Hart,Lars von Trier,Canada,446,1267,3,Growing,51,7,94.54,-351.46,0,2.7
Sci-Fi,Don Rickles,Sanjay Leela Bhansali,Brazil,42,6638,11,Growing,22,9,1325.08,1283.08,1,8.5
Action,Benedict Cumberbatch,Alfonso Cuarón,United States,349,1619,4,Drop Fast,68,19,159.69,-189.31,0,3.3
Mystery,David Hyde Pierce,Woody Allen,Russia,212,7471,8,Slow Drop,14,14,515.2,303.2,1,8.4
Fantasy,Will Smith,Jordan Peele,Russia,214,4202,5,Stable,37,17,535.15,321.15,1,6.1
Thriller,Matthew McConaughey,Michelangelo Antonioni,Brazil,5,829,12,Slow Drop,43,20,359.77,354.77,1,9.7
Thriller,Angelina Jolie,Barry Jenkins,Spain,364,2034,6,Stable,18,20,201.05,-162.95,0,3.5
Animation,Tom Hanks,Elia Kazan,China,69,5518,10,Slow Drop,77,11,2286.15,2217.15,1,9.5
Sci-Fi,Cate Blanchett,Rodney Rothman,China,5,5200,4,Growing,36,22,1287.83,1282.83,1,7.3
Action,Tiger Shroff,Benjamin Renner,Brazil,247,4331,6,Growing,13,5,91.55,-155.45,0,5.3
Thriller,Gary Oldman,Guru Dutt,India,385,6929,3,Growing,58,12,1177.33,792.33,1,6.6
Action,Keegan-Michael Key,Lars von Trier,Canada,320,2553,10,Slow Drop,45,21,881.7,561.7,1,9.3
Animation,Clancy Brown,Edgar Wright,South Korea,29,3255,12,Slow Drop,29,9,417.63,388.63,1,10.0
Sci-Fi,Seth Rogen,Makoto Shinkai,United States,351,8403,1,Drop Fast,61,17,126.18,-224.82,0,3.1
Drama,Bill Hader,Orson Welles,Mexico,398,3357,6,Growing,47,8,566.84,168.84,1,8.0
Romance,Michaela Coel,Jordan Peele,Mexico,54,6282,14,Drop Fast,14,8,202.8,148.8,1,10.0
Romance,Ralph Fiennes,Ron Clements,United States,400,6063,13,Slow Drop,47,12,1769.1,1369.1,1,10.0
Thriller,Tiger Shroff,Adoor Gopalakrishnan,Thailand,352,1156,1,Stable,31,19,26.11,-325.89,0,1.7
Romance,Leslie Jones,Terrence Malick,France,245,4058,10,Growing,48,10,1298.06,1053.06,1,9.4
Drama,Bobby Cannavale,Ari Aster,United Kingdom,36,5008,12,Growing,58,2,618.01,582.01,1,10.0
Action,Jim Cummings,Imtiaz Ali,United Kingdom,37,6338,3,Growing,46,8,418.43,381.43,1,6.8
Animation,Julie Kavner,Ron Clements,South Korea,204,8632,12,Growing,50,14,-4312.9,-4516.9,0,7.4
Drama,Issa Rae,Claude Barras,Russia,238,8084,8,Growing,76,19,-2006.34,-2244.34,0,5.1
Animation,Pamela Adlon,Rajkumar Hirani,Thailand,30,7241,7,Slow Drop,66,4,492.17,462.17,1,8.6
Animation,Dan Castellaneta,Adoor Gopalakrishnan,Brazil,46,2155,8,Growing,32,9,477.15,431.15,1,9.2
Sci-Fi,Bradley Cooper,Ron Howard,China,438,5191,10,Growing,32,13,1517.27,1079.27,1,10.0
Action,Don Rickles,Sofia Coppola,Japan,65,4265,10,Drop Fast,31,9,269.19,204.19,1,9.2
Mystery,Antonio Banderas,Rian Johnson,China,45,3003,2,Stable,69,13,257.99,212.99,1,5.9
Romance,Ben Stiller,Orson Welles,United States,445,1224,10,Growing,50,16,876.68,431.68,1,8.9
Mystery,Nawazuddin Siddiqui,Rémi Bezançon,South Korea,134,8992,7,Drop Fast,66,22,-563.4,-697.4,0,4.4
Sci-Fi,Seth Rogen,Terrence Malick,Belgium,359,2529,14,Slow Drop,61,1,80.97,-278.03,0,7.3
Animation,Christian Bale,Pa. Ranjith,United Kingdom,358,2898,4,Drop Fast,33,8,60.27,-297.73,0,3.0
Thriller,Vin Diesel,Vetrimaaran,United Kingdom,202,4894,1,Growing,61,9,148.96,-53.04,0,3.3
Romance,Gary Oldman,John Huston,Thailand,291,3226,11,Drop Fast,68,13,458.85,167.85,1,9.6
Romance,Naseeruddin Shah,Sriram Raghavan,Belgium,155,8047,3,Drop Fast,51,17,359.9,204.9,1,7.1
Action,Julia Louis-Dreyfus,Jean-Pierre Jeunet,Ireland,208,1211,5,Slow Drop,16,22,51.4,-156.6,0,3.8
Horror,Neil Patrick Harris,Gary Trousdale,Thailand,186,7243,14,Drop Fast,49,9,658.12,472.12,1,10.0
Comedy,George Takei,Deepa Mehta,United States,375,5824,10,Slow Drop,36,7,508.72,133.72,1,8.3
Comedy,Kenan Thompson,M. Night Shyamalan,India,416,9495,8,Slow Drop,65,23,-365.66,-781.66,0,4.8
Comedy,Seth Rogen,Wong Kar-wai,Russia,211,1900,2,Drop Fast,70,20,95.05,-115.95,0,3.6
Horror,Naseeruddin Shah,Bimal Roy,Japan,151,418,2,Growing,56,23,84.98,-66.02,0,3.0
Action,Chris Rock,Yasuhiro Yoshiura,Australia,208,8278,8,Stable,18,10,531.7,323.7,1,8.1
Horror,Danny DeVito,Pa. Ranjith,India,52,9118,14,Drop Fast,61,21,958.57,906.57,1,10.0
Comedy,Kevin Michael Richardson,Gary Trousdale,Russia,262,7352,9,Drop Fast,37,5,261.8,-0.2,0,6.4
Sci-Fi,Jess Harnell,Walt Disney,France,143,6026,10,Drop Fast,73,17,-750.63,-893.63,0,5.4
Drama,David Spade,Adoor Gopalakrishnan,Canada,176,5785,13,Stable,72,2,665.41,489.41,1,10.0
Animation,Ben Stiller,Karan Johar,Australia,105,8258,13,Stable,65,9,-3929.63,-4034.63,0,7.5
Horror,Bradley Cooper,Todd Phillips,New Zealand,191,1011,1,Slow Drop,64,2,3.02,-187.98,0,3.1
Action,Brad Pitt,Nishith Takia,New Zealand,388,5656,14,Stable,44,10,1492.62,1104.62,1,10.0
Action,Neil Patrick Harris,Gary Trousdale,Spain,319,7877,2,Stable,61,12,487.85,168.85,1,5.3
Mystery,Tina Fey,David Hand,United Kingdom,380,5109,4,Drop Fast,76,2,49.67,-330.33,0,3.7
Drama,Seth Rogen,Lars von Trier,Mexico,298,4909,12,Slow Drop,31,15,1196.7,898.7,1,8.9
Thriller,Mahesh Babu,Todd Phillips,Thailand,413,4721,3,Growing,70,3,169.67,-243.33,0,3.9
Romance,Grey DeLisle,Gitanjali Rao,South Korea,367,4237,1,Slow Drop,58,2,14.43,-352.57,0,2.7
Comedy,Jess Harnell,Yasujirō Ozu,United States,25,9274,4,Stable,22,7,215.68,190.68,1,6.2
Thriller,Jordan Peele,Zack Snyder,Mexico,302,8211,11,Stable,54,9,2371.83,2069.83,1,8.9
Mystery,Cecily Strong,Dean DeBlois,Russia,424,631,13,Drop Fast,53,11,108.88,-315.12,0,8.0
Comedy,Kal Penn,Clint Eastwood,Belgium,397,8375,11,Growing,37,22,-3937.35,-4334.35,0,7.1
Drama,Yeardley Smith,François Truffaut,Brazil,400,9339,2,Growing,27,16,539.28,139.28,1,6.3
Mystery,Ashutosh Rana,Brian De Palma,Belgium,14,6748,10,Growing,64,7,2714.15,2700.15,1,8.8
Comedy,Tim Allen,Kathryn Bigelow,New Zealand,191,2739,5,Stable,56,13,359.33,168.33,1,7.7
Drama,Irrfan Khan,Nishith Takia,Japan,137,590,1,Stable,63,3,5.87,-131.13,0,1.9
Fantasy,Elizabeth Banks,Mira Nair,Canada,37,282,14,Slow Drop,63,11,101.47,64.47,1,9.6
Thriller,Nick Kroll,Ash Brannon,Denmark,73,1202,8,Stable,32,3,52.98,-20.02,0,5.1
Thriller,Yeardley Smith,Bong Joon-ho,Russia,84,8872,10,Growing,16,15,1970.15,1886.15,1,9.8
Romance,Julia Louis-Dreyfus,Rajiv Chilaka,Canada,195,9168,2,Growing,29,8,301.99,106.99,1,5.9
Drama,Ram Charan,Hiroyuki Imaishi,United Kingdom,105,7596,11,Growing,44,7,2198.67,2093.67,1,8.9
Horror,Keegan-Michael Key,Shankar,India,289,3456,3,Drop Fast,35,5,31.86,-257.14,0,3.5
Fantasy,Pamela Adlon,Billy Wilder,United States,406,3444,3,Slow Drop,21,6,30.06,-375.94,0,3.7
Sci-Fi,Gary Oldman,Manmohan Desai,Denmark,225,6207,4,Slow Drop,37,19,488.68,263.68,1,6.7
Comedy,Tom Hiddleston,Michel Ocelot,Belgium,394,722,7,Stable,46,3,45.09,-348.91,0,5.5
Fantasy,Eddie Murphy,Danny Boyle,United States,57,1894,13,Drop Fast,64,11,287.96,230.96,1,10.0
Drama,Michaela Coel,Rodney Rothman,Denmark,164,2452,9,Slow Drop,12,6,57.92,-106.08,0,4.8
Animation,Jim Cummings,Walt Disney,Australia,384,5037,3,Drop Fast,19,21,99.44,-284.56,0,3.8
Comedy,Brian Tyree Henry,Ava DuVernay,India,46,7526,1,Drop Fast,42,14,63.54,17.54,1,4.7
Action,Sterling K. Brown,Bimal Roy,Thailand,51,8669,11,Stable,48,17,-2613.13,-2664.13,0,7.2
Thriller,Kumail Nanjiani,Michelangelo Antonioni,France,163,347,10,Drop Fast,70,3,14.76,-148.24,0,6.0
Drama,Jack Black,Vikramaditya Motwane,United States,188,8348,1,Slow Drop,49,4,46.59,-141.41,0,2.9
Action,Seth Rogen,Elia Kazan,China,250,3820,12,Stable,72,9,1901.06,1651.06,1,10.0
Romance,Julie Kavner,Govind Nihalani,Russia,15,9331,11,Slow Drop,72,13,-1081.9,-1096.9,0,6.3
Mystery,Rajinikanth,Chris Sanders,Denmark,158,3909,6,Drop Fast,50,6,97.96,-60.04,0,4.3
Sci-Fi,Jason Segel,Rajkumar Hirani,Brazil,224,4537,5,Drop Fast,67,10,235.25,11.25,1,7.7
Sci-Fi,Prabhas,Kathryn Bigelow,United Kingdom,159,5294,10,Growing,27,20,2712.49,2553.49,1,8.2
Action,Chris Rock,Billy Wilder,Canada,343,7672,7,Stable,70,20,-1899.43,-2242.43,0,3.9
Thriller,Jenny Slate,Akira Kurosawa,Canada,445,3563,7,Stable,31,21,887.14,442.14,1,8.0
Romance,Mindy Kaling,Michel Ocelot,China,369,3223,3,Growing,79,13,571.85,202.85,1,5.5
Animation,Cecily Strong,Lokesh Kanagaraj,Denmark,287,2017,7,Slow Drop,42,23,475.9,188.9,1,7.3
Thriller,Owen Wilson,Tomm Moore,New Zealand,191,883,9,Slow Drop,48,14,230.01,39.01,1,9.6
Fantasy,Leslie Jones,Hamilton Luske,South Korea,66,5707,8,Drop Fast,23,12,275.82,209.82,1,8.5
Sci-Fi,Judi Dench,Guru Dutt,Russia,152,6931,3,Stable,13,23,229.2,77.2,1,6.9
Fantasy,Dulquer Salmaan,Orson Welles,United Kingdom,391,9008,10,Drop Fast,27,13,698.26,307.26,1,9.8
Comedy,Vijay Sethupathi,Pa. Ranjith,France,148,3110,5,Growing,63,10,536.3,388.3,1,6.2
Horror,Pete Davidson,Jean-Luc Godard,South Korea,107,2217,13,Drop Fast,15,7,56.51,-50.49,0,8.1
Drama,Keith David,Travis Knight,United Kingdom,304,4423,13,Slow Drop,13,5,148.49,-155.51,0,7.9
Romance,Hugo Weaving,Rajkumar Hirani,Brazil,97,2384,14,Slow Drop,15,12,218.1,121.1,1,9.7
Thriller,Jason Mantzoukas,Jean-Luc Godard,Mexico,290,1557,8,Growing,69,2,161.23,-128.77,0,6.2
Sci-Fi,Ashutosh Rana,Deepa Mehta,Thailand,428,6891,2,Slow Drop,21,8,72.91,-355.09,0,2.7
Fantasy,Aziz Ansari,Sam Raimi,Russia,123,6731,14,Growing,10,8,581.12,458.12,1,10.0
Mystery,Danny DeVito,Federico Fellini,Canada,33,4866,14,Stable,9,19,741.59,708.59,1,10.0
Comedy,Jenny Slate,Shyam Benegal,Spain,34,7597,7,Growing,29,5,472.67,438.67,1,7.7
Drama,Brian Tyree Henry,Andrei Tarkovsky,Italy,364,2668,11,Growing,77,8,1434.29,1070.29,1,9.4
Drama,Seth MacFarlane,Ash Brannon,Russia,370,7491,10,Growing,78,10,5037.54,4667.54,1,8.6
Thriller,John DiMaggio,Brenda Chapman,Brazil,292,7455,10,Slow Drop,13,13,525.36,233.36,1,9.0
Romance,Nana Patekar,Jorge R. Gutierrez,Thailand,142,4120,7,Stable,57,9,792.72,650.72,1,7.0
Animation,Shah Rukh Khan,Imtiaz Ali,Ireland,55,4436,11,Drop Fast,51,7,490.88,435.88,1,10.0
Mystery,Donald Glover,Ron Howard,Germany,396,2139,12,Stable,15,20,389.37,-6.63,0,7.2
Thriller,Sterling K. Brown,Gitanjali Rao,Mexico,439,4056,14,Slow Drop,31,20,1141.94,702.94,1,10.0
Fantasy,Cecily Strong,Michael Bay,Ireland,296,250,13,Stable,34,19,136.34,-159.66,0,7.3
Horror,Dev Patel,David Hand,Brazil,238,7330,8,Stable,60,11,2201.72,1963.72,1,7.5
Action,Yash,Barry Jenkins,New Zealand,59,1560,1,Growing,58,8,46.35,-12.65,0,2.5
Animation,Kristen Bell,Ron Clements,Thailand,423,7005,8,Growing,35,22,5118.21,4695.21,1,7.9
Romance,Steve Buscemi,Adoor Gopalakrishnan,Canada,296,8757,14,Slow Drop,66,16,263.04,-32.96,0,6.6
Comedy,Benedict Cumberbatch,Woody Allen,South Korea,244,6230,1,Growing,76,10,336.58,92.58,1,5.6
Animation,Jane Lynch,Satyajit Ray,Ireland,316,3245,3,Slow Drop,32,6,77.45,-238.55,0,3.9
Sci-Fi,Naseeruddin Shah,M. Night Shyamalan,Denmark,40,457,9,Drop Fast,51,10,44.37,4.37,1,9.0
Romance,Kristen Bell,John Ford,Belgium,93,244,4,Stable,54,10,22.98,-70.02,0,3.0
Horror,Kamal Haasan,Robert Zemeckis,Denmark,216,8660,10,Drop Fast,20,19,596.87,380.87,1,9.6
Sci-Fi,Aamir Khan,Robert Eggers,Ireland,449,1534,13,Drop Fast,60,4,108.97,-340.03,0,6.8
Animation,Ryan Reynolds,Walt Disney,Thailand,322,871,9,Stable,60,19,585.65,263.65,1,8.0
Action,Sandra Oh,Clyde Geronimi,France,369,7200,1,Growing,44,3,54.22,-314.78,0,3.3
Action,George Takei,Ava DuVernay,France,249,3838,8,Drop Fast,70,17,698.02,449.02,1,7.2
Horror,Sharad Kelkar,K. Asif,Brazil,91,6285,3,Stable,73,14,646.8,555.8,1,5.5
Drama,Geoffrey Rush,Sriram Raghavan,New Zealand,413,434,11,Drop Fast,47,10,47.14,-365.86,0,6.3
Mystery,Bill Nighy,Yasuhiro Yoshiura,Belgium,244,7034,7,Drop Fast,68,6,308.87,64.87,1,7.1
Comedy,Justin Timberlake,Byron Howard,Spain,324,3407,2,Stable,13,16,49.97,-274.03,0,2.1
Drama,Amy Poehler,Sam Raimi,Russia,192,5764,13,Growing,32,9,2106.46,1914.46,1,10.0
Action,Vin Diesel,Hamilton Luske,Mexico,61,2600,7,Slow Drop,53,21,821.71,760.71,1,8.4
Action,Ian McKellen,Michelangelo Antonioni,Belgium,117,5289,7,Stable,38,12,848.32,731.32,1,8.1
Fantasy,Katey Sagal,Quentin Tarantino,Germany,227,7751,9,Slow Drop,70,12,1819.54,1592.54,1,7.8
Sci-Fi,Ashutosh Rana,Robert Eggers,South Korea,74,5205,2,Stable,75,14,560.34,486.34,1,6.6
Animation,Tara Strong,K. Asif,Mexico,231,7690,8,Stable,46,2,458.45,227.45,1,9.0
Comedy,Beck Bennett,Rodney Rothman,Belgium,260,7940,5,Slow Drop,43,10,509.98,249.98,1,6.6
Horror,Cecily Strong,Makoto Shinkai,Italy,184,8831,10,Slow Drop,14,4,183.62,-0.38,0,6.1
Animation,Reese Witherspoon,Carlos Saldanha,China,188,5382,9,Growing,73,6,1844.4,1656.4,1,8.6
Fantasy,Jason Segel,Ari Aster,Russia,195,850,8,Stable,62,23,531.8,336.8,1,8.5
Action,Kumail Nanjiani,Katsuhiro Otomo,United States,236,233,3,Stable,79,13,29.85,-206.15,0,4.2
Horror,Paul McCartney,Sriram Raghavan,India,280,3232,3,Stable,49,23,560.68,280.68,1,7.2
Action,Kamal Haasan,George Stevens,New Zealand,237,7844,11,Growing,34,14,3076.1,2839.1,1,9.4
Comedy,Hailee Steinfeld,Imtiaz Ali,Ireland,58,1310,12,Slow Drop,9,4,21.71,-36.29,0,6.0
Sci-Fi,Kyle Mooney,Henry Selick,Italy,261,8853,10,Stable,77,10,-2439.04,-2700.04,0,5.7
Animation,Amy Poehler,Naoko Yamada,United States,94,8713,8,Slow Drop,11,10,272.13,178.13,1,8.0
Animation,Dee Bradley Baker,Tomm Moore,Mexico,230,4710,9,Growing,28,5,455.93,225.93,1,8.7
Drama,Allu Arjun,Orson Welles,India,251,2074,2,Drop Fast,8,4,2.0,-249.0,0,3.7
Horror,Chris Pratt,Wong Kar-wai,Russia,398,3239,3,Slow Drop,45,12,129.84,-268.16,0,2.7
Mystery,Robert Downey Jr.,Zack Snyder,France,155,1456,14,Growing,67,22,2989.27,2834.27,1,10.0
Fantasy,Seth Green,Yasuhiro Yoshiura,Australia,439,3440,14,Drop Fast,21,14,307.53,-131.47,0,7.2
Mystery,Mila Kunis,Yorgos Lanthimos,Canada,117,4463,8,Stable,24,7,345.36,228.36,1,9.0
Drama,Tom Hiddleston,Guy Ritchie,Canada,412,5469,2,Stable,54,2,59.52,-352.48,0,3.8
Comedy,Kenan Thompson,Christopher Nolan,Mexico,273,7917,8,Slow Drop,63,14,1757.71,1484.71,1,8.9
Fantasy,Dev Patel,Nishith Takia,India,161,1609,5,Drop Fast,60,10,90.44,-70.56,0,3.7
Sci-Fi,Rob Paulsen,Todd Phillips,Australia,446,2032,6,Growing,25,16,404.68,-41.32,0,4.0
Mystery,James Corden,Anthony Stacchi,Russia,370,2224,14,Stable,76,3,333.54,-36.46,0,7.5
Sci-Fi,Mark Hamill,Hrishikesh Mukherjee,New Zealand,351,5936,10,Stable,55,8,1703.5,1352.5,1,9.5
Mystery,Rashida Jones,Guru Dutt,Belgium,355,5193,12,Drop Fast,16,23,394.5,39.5,1,8.8
Sci-Fi,Josh Gad,Genndy Tartakovsky,China,303,7834,4,Growing,61,17,1633.38,1330.38,1,7.6
Mystery,Yeardley Smith,Glen Keane,Thailand,398,5157,3,Stable,42,4,106.16,-291.84,0,4.0
Sci-Fi,Alan Tudyk,Rajiv Chilaka,China,163,3413,8,Stable,53,21,1992.32,1829.32,1,7.2
Drama,David Hyde Pierce,Tomm Moore,Australia,334,6408,9,Slow Drop,8,19,334.1,0.1,1,8.4
Romance,Seth Rogen,Byron Howard,France,229,6653,13,Growing,48,15,-5294.62,-5523.62,0,7.6
Fantasy,Amy Poehler,John Lasseter,Brazil,18,2953,8,Stable,39,20,840.84,822.84,1,7.7
Horror,Steven Yeun,Gulzar,Germany,359,7528,9,Drop Fast,47,10,495.29,136.29,1,7.9
Comedy,Patrick Stewart,Vishal Bhardwaj,United States,113,505,1,Stable,18,10,4.74,-108.26,0,2.7
Thriller,Matthew McConaughey,Mark Osborne,United States,422,1584,5,Growing,69,23,799.65,377.65,1,7.8
Action,Maya Rudolph,Werner Herzog,Ireland,405,3567,12,Slow Drop,53,12,730.9,325.9,1,10.0
Horror,Rebel Wilson,Manmohan Desai,Australia,409,1774,7,Stable,55,9,289.51,-119.49,0,3.8
Action,Michael Che,Sanjay Leela Bhansali,United States,100,1072,8,Drop Fast,50,15,103.07,3.07,1,8.9
Fantasy,Kristen Bell,Werner Herzog,Thailand,199,8560,14,Stable,58,18,132.52,-66.48,0,7.7
Horror,Maggie Smith,John Lasseter,Ireland,62,5778,11,Drop Fast,68,20,-773.38,-835.38,0,5.9
Sci-Fi,Ram Charan,Elia Kazan,Russia,396,1230,2,Growing,49,1,8.01,-387.99,0,3.0
Sci-Fi,Pankaj Tripathi,James Cameron,Mexico,356,7964,12,Slow Drop,33,3,284.72,-71.28,0,7.8
Thriller,Cree Summer,Shoojit Sircar,Japan,298,6931,11,Growing,18,8,682.47,384.47,1,9.0
Action,Meryl Streep,Robert Zemeckis,New Zealand,158,7105,14,Stable,32,7,1060.71,902.71,1,10.0
Comedy,Ken Jeong,Edgar Wright,Italy,68,4642,4,Stable,47,15,660.32,592.32,1,7.0
Fantasy,Rebel Wilson,Shyam Benegal,South Korea,162,3867,7,Slow Drop,32,8,237.43,75.43,1,6.9
Sci-Fi,Ken Jeong,Abbas Kiarostami,China,269,1476,5,Drop Fast,59,15,90.13,-178.87,0,4.6
Romance,Bill Hader,Pierre Coffin,Japan,125,6753,1,Growing,10,22,75.12,-49.88,0,2.7
Drama,Julia Louis-Dreyfus,Ramesh Sippy,Brazil,292,742,13,Drop Fast,46,5,41.85,-250.15,0,7.9
Drama,Priyanka Chopra,Rajiv Chilaka,Mexico,15,8746,14,Stable,42,12,-3498.54,-3513.54,0,7.1
Mystery,Alex Borstein,Jean-Pierre Jeunet,Germany,218,5008,2,Drop Fast,47,12,75.2,-142.8,0,3.5
Comedy,Paul McCartney,Damien Chazelle,Japan,166,7931,5,Growing,29,9,701.07,535.07,1,6.9
Drama,Kristen Wiig,Lee Unkrich,Russia,109,783,6,Drop Fast,69,21,102.97,-6.03,0,3.7
Mystery,Beck Bennett,David Hand,Spain,406,710,1,Stable,26,9,8.01,-397.99,0,3.2
Action,Eddie Murphy,Mehboob Khan,Germany,151,6876,12,Growing,21,15,2448.07,2297.07,1,10.0
Sci-Fi,Varun Dhawan,Stanley Kubrick,Japan,186,6871,3,Drop Fast,57,15,250.8,64.8,1,5.5
Sci-Fi,Priyanka Chopra,Hayao Miyazaki,Belgium,342,9338,6,Drop Fast,69,20,-859.67,-1201.67,0,3.9
Romance,Harry Shearer,Park Chan-wook,Russia,41,7895,6,Growing,50,12,2085.64,2044.64,1,6.9
Horror,Nana Patekar,Rodney Rothman,Australia,86,3673,7,Stable,62,5,321.61,235.61,1,8.7
Drama,Tilda Swinton,Pete Docter,Russia,16,1398,10,Growing,47,1,60.07,44.07,1,9.8
Action,John Cho,David Lean,Spain,8,4195,12,Stable,19,22,1101.74,1093.74,1,9.5
Animation,Elizabeth Banks,Vittorio De Sica,New Zealand,47,4735,14,Drop Fast,72,19,-925.21,-972.21,0,7.5
Drama,Maurice LaMarche,Rich Moore,Canada,415,6071,14,Growing,41,11,2789.17,2374.17,1,10.0
Comedy,Jonathan Groff,Glen Keane,Italy,55,3503,3,Stable,30,18,259.6,204.6,1,6.7
Horror,Pankaj Tripathi,Lars von Trier,New Zealand,265,2647,1,Growing,78,6,101.17,-163.83,0,1.7
Drama,Johnny Depp,George Miller,Thailand,138,7939,13,Drop Fast,14,17,411.13,273.13,1,9.9
Action,Patrick Warburton,Yash Chopra,New Zealand,91,7044,7,Growing,72,14,3910.64,3819.64,1,8.0
Drama,Jonathan Groff,Mira Nair,United States,366,1490,12,Drop Fast,25,12,114.18,-251.82,0,7.6
Comedy,Jason Segel,Mani Ratnam,France,60,6034,11,Drop Fast,15,5,103.07,43.07,1,9.7
Animation,Geoffrey Rush,Rajiv Chilaka,Mexico,221,7749,3,Drop Fast,49,7,183.57,-37.43,0,4.1
Fantasy,John Cho,Vittorio De Sica,Thailand,370,6887,5,Stable,8,16,194.74,-175.26,0,4.9
Thriller,Tress MacNeille,Werner Herzog,Spain,72,8893,4,Stable,22,9,280.24,208.24,1,7.0
Animation,Jess Harnell,Wolfgang Reitherman,United Kingdom,356,7628,12,Slow Drop,35,23,-2226.2,-2582.2,0,6.4
Mystery,Julie Kavner,Jean-Luc Godard,Mexico,48,586,1,Stable,43,15,15.3,-32.7,0,2.8
Drama,Ryan Reynolds,Martin Scorsese,Brazil,147,8803,12,Slow Drop,53,4,670.15,523.15,1,9.2
Sci-Fi,Kyle Mooney,M. Night Shyamalan,Mexico,350,2206,7,Growing,28,20,709.04,359.04,1,7.5
Romance,Nancy Cartwright,Vishal Bhardwaj,Spain,46,5413,14,Drop Fast,56,23,-367.36,-413.36,0,8.1
Sci-Fi,David Hyde Pierce,Joseph L. Mankiewicz,Germany,143,2347,13,Stable,46,7,396.27,253.27,1,10.0
Animation,Issa Rae,Goro Miyazaki,Ireland,77,4068,4,Drop Fast,45,14,157.88,80.88,1,6.4
Sci-Fi,Alan Tudyk,Anurag Kashyap,India,271,6237,1,Slow Drop,16,4,12.9,-258.1,0,2.4
Action,Patrick Warburton,Kathryn Bigelow,United Kingdom,198,6837,11,Stable,27,4,406.59,208.59,1,9.2
Sci-Fi,Meryl Streep,Satyajit Ray,Spain,159,552,6,Stable,15,14,30.34,-128.66,0,4.4
Horror,Aamir Khan,Ava DuVernay,China,250,5164,4,Stable,21,7,122.44,-127.56,0,3.6
Fantasy,Ashutosh Rana,Chloe Zhao,Thailand,318,3388,13,Stable,69,15,2098.44,1780.44,1,10.0
Drama,Bonnie Hunt,Barry Jenkins,Italy,222,1502,4,Drop Fast,42,12,44.31,-177.69,0,4.1
Sci-Fi,Bill Hader,Wolfgang Reitherman,Ireland,388,7949,2,Stable,62,14,511.17,123.17,1,6.8
Comedy,Mark Hamill,George Miller,Germany,257,1046,1,Slow Drop,52,13,22.92,-234.08,0,2.3
Fantasy,Steve Buscemi,Alejandro G. Iñárritu,Spain,281,7721,3,Stable,28,19,431.76,150.76,1,5.4
Fantasy,Billy Crystal,Henry Selick,Italy,281,8917,10,Slow Drop,60,12,-2106.49,-2387.49,0,6.4
Sci-Fi,Cameron Diaz,Sergei Eisenstein,Spain,76,2724,5,Slow Drop,61,16,390.89,314.89,1,7.0
Fantasy,Hailee Steinfeld,David Hand,Germany,133,2078,12,Drop Fast,50,16,339.69,206.69,1,10.0
Romance,Naseeruddin Shah,Rich Moore,France,362,4305,9,Stable,13,1,21.19,-340.81,0,4.9
Sci-Fi,Aidy Bryant,Neeraj Pandey,Belgium,190,3830,14,Slow Drop,62,15,1961.25,1771.25,1,10.0
Action,Beck Bennett,Sanjay Leela Bhansali,Australia,17,7870,7,Stable,51,5,763.16,746.16,1,7.7
Animation,Johnny Depp,Terrence Malick,Canada,333,6867,4,Drop Fast,75,6,281.0,-52.0,0,3.4
Horror,Hugh Jackman,Wong Kar-wai,Canada,224,3019,8,Drop Fast,11,21,91.5,-132.5,0,5.3
Thriller,Will Smith,Kenji Mizoguchi,Mexico,10,6179,12,Stable,70,17,-2073.93,-2083.93,0,7.2
Mystery,Zendaya,Kirk DeMicco,Mexico,243,8277,4,Slow Drop,65,11,630.99,387.99,1,7.3
Fantasy,Cree Summer,Kathryn Bigelow,Denmark,116,9450,6,Growing,61,4,741.8,625.8,1,6.9
Action,Suriya,Genndy Tartakovsky,United Kingdom,232,2689,12,Growing,45,18,1705.0,1473.0,1,9.4
Drama,Matthew McConaughey,Kyle Balda,Brazil,446,5888,1,Drop Fast,67,20,106.93,-339.07,0,2.5
Drama,Ashutosh Rana,Wes Anderson,Japan,21,3464,14,Slow Drop,59,14,1560.5,1539.5,1,10.0
Mystery,Aamir Khan,Gary Trousdale,Ireland,77,6223,6,Growing,36,23,1792.71,1715.71,1,7.5
Horror,Rob Paulsen,V. Shantaram,Thailand,16,2493,10,Slow Drop,47,9,396.02,380.02,1,8.4
Fantasy,Seth Rogen,Sergei Eisenstein,Brazil,90,874,5,Stable,78,3,39.29,-50.71,0,3.6
Romance,Pamela Adlon,Todd Phillips,Belgium,184,6457,14,Drop Fast,15,3,71.7,-112.3,0,7.2
Mystery,Kristen Bell,Ingmar Bergman,Thailand,126,1211,2,Stable,42,11,58.49,-67.51,0,3.8
